model,language,context,question_id,difficulty,category,question,reference_answer,model_answer,judge_score,judge_reasoning,retrieval_hit,exact_reference_match,all_reference_numbers_found,failure_type,token_budget,context_chars
mistral-small-4,en,en_statements_8000tok,3,easy,lookup,Which program has the largest funding allocation in the 2026 budget?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом",'Школьное образование' under 'Министерство просвещения Кыргызской Республики' with 42.4 billion som.,0,"The model gave a different program and amount, not matching the reference answer.",0,0,0,retrieval_miss_model_wrong,8000,28496
mistral-small-4,en,en_statements_8000tok,4,easy,count,How many total ministries and agencies are represented in the program-based budget?,88,47,0,"The model gave 47, but the correct total is 88, so the answer is incorrect.",1,1,0,retrieval_hit_model_wrong,8000,29451
mistral-small-4,en,en_statements_8000tok,5,easy,lookup,What is the total 2026 funding for the Jogorku Kenesh (parliament)?,"1,127,306.9 тыс. сом",1.1 billion som,3,Model answer correctly approximates the reference value (1.127 billion som) as 1.1 billion som.,1,0,1,retrieval_hit_model_right,8000,27738
mistral-small-4,en,en_statements_8000tok,6,medium,aggregation,What is the total 2026 funding across all programs of the Ministry of Education?,"56,424,894.11 тыс. сом","56,424,894.1 thousand som",3,"The model provides the same total funding value, matching the reference answer (minor rounding acceptable).",0,0,0,retrieval_miss_model_right,8000,31889
mistral-small-4,en,en_statements_8000tok,7,medium,aggregation,What is the total budget across all program-level items for 2026?,"Примерно 593.2 млрд сом (593,152,147.3 тыс. сом)","The total budget across all program-level items for 2026 is **332.1 billion som** (for 'Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты)').",0,"The model gave 332.1 billion som, which does not match the reference total of approximately 593.2 billion som.",0,0,0,retrieval_miss_model_wrong,8000,26064
mistral-small-4,en,en_statements_8000tok,8,medium,comparison,Which ministry receives more funding: Ministry of Health or Ministry of Education?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3  тыс. сом у здравоохранения",Ministry of Education,3,"The model correctly identifies Ministry of Education as receiving more funding, matching the reference answer.",0,0,0,retrieval_miss_model_right,8000,31856
mistral-small-4,en,en_statements_8000tok,9,medium,comparison,"Does the total program-level budget grow or shrink between 2026 and 2027, and by what percentage?",declines by 7.1%,The total program-level budget shrinks by 7.7% between 2026 and 2027.,2,Correct direction of change but percentage value is inaccurate (7.7% vs 7.1%).,1,0,1,retrieval_hit_model_right,8000,26225
mistral-small-4,en,en_statements_8000tok,10,medium,lookup,Which program has the smallest non-zero funding in 2026?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,Program 40/402 'Внесение предложений по защите материальных и социальных прав ветеранов и ветеранских организаций': 2026 funding = 739.4 тыс. сом.,3,The model correctly identifies the program with the smallest non-zero funding and provides the exact amount of 739.4 тыс. сом.,0,0,0,retrieval_miss_model_right,8000,28942
mistral-small-4,en,en_statements_8000tok,11,medium,indicator,What is the most commonly used unit of measurement for performance indicators in the 2026 budget?,Процент (%),%.,3,"The model correctly identified the unit as percent, matching the reference answer.",0,0,0,retrieval_miss_model_right,8000,31899
mistral-small-4,en,en_statements_8000tok,12,medium,aggregation,What is the total 2026 program funding for the Ministry of Transport and Communications?,"16,881,928.10","16,881,928.1 thousand som",3,"The model provides the same numeric value (16,881,928.1) matching the reference 16,881,928.10, with acceptable rounding and unit interpretation.",1,0,1,retrieval_hit_model_right,8000,29453
mistral-small-4,en,en_statements_8000tok,13,hard,filter,How many ministries/agencies have exactly one budget program?,19,12 ministries/agencies have exactly one budget program.,2,The answer mentions ministries/agencies but gives the wrong number (12 instead of 19).,1,1,0,retrieval_hit_model_right,8000,31839
mistral-small-4,en,en_statements_8000tok,14,hard,filter,How many programs show funding growth of more than 10% between 2026 and 2027?,9,10,2,The model identified the correct entity (number of programs) but gave an incorrect value (10 instead of the correct 9).,1,1,0,retrieval_hit_model_right,8000,26917
mistral-small-4,en,en_statements_8000tok,15,hard,indicator,How many rows in the budget have a performance indicator measured in people (чел.)?,50,15,0,"The model gave 15, but the correct number is 50, so the answer is incorrect.",1,1,0,retrieval_hit_model_wrong,8000,31901
mistral-small-4,en,en_statements_8000tok,16,hard,aggregation,What share of the total 2026 program budget goes to the Ministry of Finance (General State Expenditures)?,"56% (332,149,236.2 out of  593,028,014.9)","332,149,236.1 / 15,547,163,000 = **2.14%**",0,"The model gave an incorrect share (2.14%) with a wrong denominator, not matching the reference 56%.",0,0,0,retrieval_miss_model_wrong,8000,29800
mistral-small-4,en,en_statements_8000tok,17,hard,lookup,Which budget measure (not program) has the largest 2026 funding?,"Повышение социальных выплат - 76,517,019.4",'ОАО «Национальная электрическая сеть Кыргызстана»' with 12.8 billion som.,0,"The model gave a different measure and amount, not matching the reference answer.",0,0,0,retrieval_miss_model_wrong,8000,29348
