model,context,question_id,difficulty,category,question_en,reference_answer,model_answer,token_budget,context_chars,judge_score,judge_reasoning
deepseek-v3.2-thinking,markdown_full,12,medium,aggregation,What is the total 2026 program funding for the Ministry of Transport and Communications?,"16,881,928.10 тыс. сом","9,554,723.3 тыс. сом",full,104672,2,The answer addresses the correct entity (total 2026 program funding for the Ministry of Transport and Communications) but provides an incorrect numeric value.
deepseek-v3.2-thinking,markdown_full,13,hard,filter,How many ministries/agencies have exactly one budget program?,22,22,full,104672,3,The model answer matches the reference answer exactly.
deepseek-v3.2-thinking,markdown_full,14,hard,filter,How many programs show funding growth of more than 10% between 2026 and 2027?,9,1,full,104672,0,"The model answered 1, but the correct number is 9, so the answer is incorrect."
deepseek-v3.2-thinking,markdown_full,15,hard,indicator,How many rows in the budget have a performance indicator measured in people (чел.)?,57,"Based on the provided context, there are 0 rows where the performance indicator is explicitly measured in people (чел.). The indicators use descriptive terms like ""количество детей,"" ""количество лиц,"" ""количество слушателей,"" etc., but not the abbreviation ""чел.""",full,104672,0,"The model answer states 0 rows, contradicting the correct answer of 57 rows."
deepseek-v3.2-thinking,markdown_full,16,hard,aggregation,What share of the total 2026 program budget goes to the Ministry of Finance (General State Expenditures)?,"56% (332,149,236.2 out of 593,028,014.9)",34.1%,full,104672,1,"The model gave a percentage for the Ministry of Finance's share, but it is incorrect (34.1% vs the correct 56%)."
deepseek-v3.2-thinking,markdown_full,17,hard,lookup,Which budget measure (not program) has the largest 2026 funding?,"Повышение социальных выплат - 76,517,019.4","The budget measure with the largest 2026 funding is ""Поддержание функционирования сети общеобразовательных, внешк"" under Министерство просвещения, with 42,158,805.5 тыс. сом.",full,104672,0,"The model gave a different measure and amount, not matching the reference answer."
deepseek-v3.2-thinking,markdown_full,18,hard,comparison,Which program under the Ministry of Emergency Situations receives the most 2026 funding?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","The program ""Управление материальными ценностями государственного и мобил"" under the Ministry of Emergency Situations receives the most 2026 funding, with 4,522,247.8 тыс. сом.",full,104672,3,The model correctly identifies the program and provides the exact funding amount matching the reference.
deepseek-v3.2-thinking,markdown_full,19,hard,multi-step,How many total budget programs and budget measures are in the 2026 program-based budget?,168 программ и 393 мер,"Based on the provided context, the 2026 program-based budget contains:
- 102 budget programs.
- 213 budget measures.",full,104672,2,The answer mentions the correct entities (budget programs and measures) but provides incorrect numbers for both.
deepseek-v3.2-thinking,markdown_full,20,hard,multi-step,Which programs show the largest absolute funding decrease from 2026 to 2027? Name the top 3.,1) Общегосударственные программы (Министерство Финансов); 2) Государственная поддержка и развитие ирригации (Минводресурсов); 3) Администрирование государственных доходов (Министерство финансов),"1.  Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности — программа ""Государственная поддержка и развитие ирригации"": уменьшение на 1,265,069.1 тыс. сом (с 5,039,751.9 в 2026 до 3,774,682.8 в 2027).
2.  Министерство финансов Кыргызской Республики — программа ""Администрирование государственных доходов"": уменьшение на 1,135,042.7 тыс. сом (с 10,614,609.5 в 2026 до 9,479,566.8 в 2027).
3.  Министерство культуры, информации и молодежи — программа ""Координирование, создание программ ТВ и РВ"": уменьшение на 445,563.9 тыс. сом (с 1,244,130.4 в 2026 до 798,566.5 в 2027).",full,104672,2,"Model answer includes two of the three correct programs but omits the top program and adds an incorrect one, so only partially matches the reference."
mistral-small-4,statements_2000tok,1,easy,lookup,What is the 2026 funding for the 'School Education' program under the Ministry of Education?,"42,380,106.4 тыс. сом",Insufficient information.,2000,7863,0,"The model did not provide the required funding figure, giving an incorrect response."
mistral-small-4,statements_2000tok,2,easy,lookup,How many budget programs does the Ministry of Health have?,8,The context does not provide the number of budget programs allocated to the Ministry of Health (code 37).,2000,7969,0,"The model answer states the information is unavailable, contradicting the reference answer of 8."
